#{"t_start": 1764274965.9855459, "env_id": "None"}
r,l,t
23.0,7,0.018908
-15.0,7,0.033746
4.0,7,0.048079
-3.0,7,0.05761
-19.0,7,0.071949
-16.0,7,0.086185
-1.0,7,0.095979
9.0,7,0.11239
20.0,7,0.126722
4.0,7,0.136517
-15.0,7,0.150835
-2.0,7,0.165184
-18.0,7,0.17945
3.0,7,0.189221
3.0,7,0.204216
-20.0,7,0.220669
-16.0,7,0.230375
1.0,7,0.244643
5.0,7,0.258887
1.0,7,0.26866
-21.0,7,0.283248
1.0,7,0.29787
-20.0,7,0.315249
-10.0,7,0.325157
4.0,7,0.339594
-2.0,7,0.353876
-24.0,7,0.363796
-4.0,7,0.378277
-16.0,7,0.392524
19.0,7,0.402362
16.0,7,0.418679
2.0,7,0.433084
34.0,7,0.447301
-24.0,7,0.45701
42.0,7,0.471278
-18.0,7,0.485487
-24.0,7,0.495259
-20.0,7,0.509993
15.0,7,0.526053
2.0,7,0.535834
24.0,7,0.550178
-20.0,7,0.564545
22.0,7,0.578856
0.0,7,0.58855
-24.0,7,0.602794
19.0,7,0.617047
-19.0,7,0.628784
0.0,7,0.64299
-16.0,7,0.657193
-16.0,7,0.66683
40.0,7,0.681055
2.0,7,0.695318
-6.0,7,0.711394
-7.0,7,0.723858
2.0,7,0.738158
-1.0,7,0.752395
-20.0,7,0.762204
-1.0,7,0.776426
-2.0,7,0.790721
1.0,7,0.800566
2.0,7,0.815445
40.0,7,0.831954
-2.0,7,0.846235
-6.0,7,0.856056
6.0,7,0.870407
10.0,7,0.884666
25.0,7,0.894452
15.0,7,0.908846
-3.0,7,0.923205
-17.0,7,0.93476
-3.0,7,0.949073
1.0,7,0.964116
-3.0,7,0.978576
2.0,7,0.988362
7.0,7,1.002809
24.0,7,1.017625
41.0,7,1.029223
-1.0,7,1.043559
-20.0,7,1.058019
20.0,7,1.067851
-3.0,7,1.082356
19.0,7,1.096706
7.0,7,1.111012
-4.0,7,1.120806
-1.0,7,1.136989
-6.0,7,1.151365
17.0,7,1.161212
-12.0,7,1.175521
