#{"t_start": 1764275146.4580023, "env_id": "None"}
r,l,t
-1.0,7,0.023664
7.0,7,0.037776
-3.0,7,0.056248
-11.0,7,0.070199
15.0,7,0.08427
-6.0,7,0.10266
18.0,7,0.11866
0.0,7,0.137505
-3.0,7,0.151588
-5.0,7,0.165634
19.0,7,0.184002
17.0,7,0.197862
10.0,7,0.218221
0.0,7,0.232305
-23.0,7,0.246419
23.0,7,0.264807
12.0,7,0.279206
23.0,7,0.297659
0.0,7,0.313544
-17.0,7,0.327594
-17.0,7,0.345975
13.0,7,0.360056
-16.0,7,0.378453
2.0,7,0.392517
27.0,7,0.406534
26.0,7,0.426857
3.0,7,0.440828
-20.0,7,0.459115
18.0,7,0.47319
-23.0,7,0.487405
4.0,7,0.506177
15.0,7,0.522161
5.0,7,0.540519
36.0,7,0.554557
-24.0,7,0.568925
27.0,7,0.588898
-1.0,7,0.603127
-6.0,7,0.623386
-3.0,7,0.63739
-25.0,7,0.651467
41.0,7,0.669819
15.0,7,0.683873
-4.0,7,0.70221
-4.0,7,0.716186
7.0,7,0.732075
-19.0,7,0.750522
37.0,7,0.764578
-18.0,7,0.783435
7.0,7,0.797427
0.0,7,0.811438
-25.0,7,0.831784
-25.0,7,0.845857
1.0,7,0.864226
-19.0,7,0.878244
0.0,7,0.892275
35.0,7,0.910768
-3.0,7,0.926625
-3.0,7,0.945119
26.0,7,0.959126
4.0,7,0.973206
-4.0,7,0.992068
-15.0,7,1.006115
-4.0,7,1.024467
18.0,7,1.040389
-20.0,7,1.054387
18.0,7,1.073331
-9.0,7,1.087557
1.0,7,1.105962
24.0,7,1.119949
-4.0,7,1.135771
-7.0,7,1.154171
17.0,7,1.171128
-18.0,7,1.189494
2.0,7,1.203451
-16.0,7,1.21743
14.0,7,1.237762
-17.0,7,1.251765
3.0,7,1.270099
4.0,7,1.284259
-3.0,7,1.298266
34.0,7,1.316661
18.0,7,1.330912
-8.0,7,1.351699
-1.0,7,1.365671
-13.0,7,1.380368
2.0,7,1.399079
-1.0,7,1.41314
22.0,7,1.431481
-24.0,7,1.447405
-24.0,7,1.461436
-6.0,7,1.479917
-18.0,7,1.493887
-21.0,7,1.513081
2.0,7,1.527141
-24.0,7,1.543172
15.0,7,1.561593
