#{"t_start": 1764362261.5002337, "env_id": "None"}
r,l,t
20.0,7,0.02131
-11.0,7,0.033276
-16.0,7,0.04529
0.0,7,0.05549
0.0,7,0.065327
21.0,7,0.075525
-17.0,7,0.085624
-20.0,7,0.095469
0.0,7,0.105211
-1.0,7,0.117241
5.0,7,0.126892
31.0,7,0.136454
1.0,7,0.146237
-21.0,7,0.156054
46.0,7,0.165778
4.0,7,0.175421
7.0,7,0.185017
-23.0,7,0.194623
0.0,7,0.204186
-23.0,7,0.215997
-2.0,7,0.225626
-23.0,7,0.23525
17.0,7,0.244876
-4.0,7,0.255123
-19.0,7,0.265086
-20.0,7,0.274801
21.0,7,0.284419
-2.0,7,0.294134
-18.0,7,0.303648
-3.0,7,0.315427
17.0,7,0.325042
6.0,7,0.334648
17.0,7,0.344262
15.0,7,0.354289
19.0,7,0.364161
0.0,7,0.373751
-14.0,7,0.383367
-1.0,7,0.392987
25.0,7,0.402521
-3.0,7,0.412208
18.0,7,0.423858
-21.0,7,0.433446
23.0,7,0.442998
8.0,7,0.453188
-22.0,7,0.463114
-3.0,7,0.472769
-23.0,7,0.482379
-5.0,7,0.491937
18.0,7,0.501513
15.0,7,0.511122
-21.0,7,0.522727
3.0,7,0.532343
3.0,7,0.541946
-2.0,7,0.551781
-2.0,7,0.561637
4.0,7,0.571848
-17.0,7,0.581605
1.0,7,0.591447
-7.0,7,0.60373
-13.0,7,0.615906
-5.0,7,0.628289
15.0,7,0.63801
7.0,7,0.64766
4.0,7,0.658028
-19.0,7,0.668261
36.0,7,0.678047
-7.0,7,0.687928
-3.0,7,0.697748
6.0,7,0.707584
1.0,7,0.717428
26.0,7,0.729299
4.0,7,0.739027
-5.0,7,0.748719
1.0,7,0.758889
-2.0,7,0.768867
2.0,7,0.7785
1.0,7,0.788257
-2.0,7,0.79796
-16.0,7,0.807603
1.0,7,0.817294
46.0,7,0.829192
24.0,7,0.83897
-5.0,7,0.84866
3.0,7,0.859022
-3.0,7,0.869065
-20.0,7,0.878813
-6.0,7,0.888601
36.0,7,0.898346
-24.0,7,0.90808
-15.0,7,0.917665
-15.0,7,0.929527
-10.0,7,0.939281
3.0,7,0.948984
21.0,7,0.959045
-18.0,7,0.968753
-7.0,7,0.978514
5.0,7,0.988267
-7.0,7,0.998026
6.0,7,1.00774
-15.0,7,1.017467
2.0,7,1.029313
2.0,7,1.039961
21.0,7,1.049728
-17.0,7,1.060359
20.0,7,1.070698
4.0,7,1.08052
-19.0,7,1.09035
-18.0,7,1.100609
16.0,7,1.110622
15.0,7,1.120432
-24.0,7,1.132452
21.0,7,1.142218
-15.0,7,1.152152
2.0,7,1.162205
-6.0,7,1.172114
7.0,7,1.181799
18.0,7,1.191543
-2.0,7,1.201301
1.0,7,1.211063
-25.0,7,1.220809
-14.0,7,1.2306
-10.0,7,1.242321
2.0,7,1.252242
-11.0,7,1.262354
24.0,7,1.272455
8.0,7,1.282158
-4.0,7,1.291919
-3.0,7,1.301606
-22.0,7,1.311368
-17.0,7,1.321672
-16.0,7,1.331513
36.0,7,1.343437
-4.0,7,1.353444
23.0,7,1.363327
16.0,7,1.373091
8.0,7,1.382798
10.0,7,1.392519
22.0,7,1.402221
5.0,7,1.411985
10.0,7,1.4217
2.0,7,1.431517
-4.0,7,1.443516
15.0,7,1.453486
-4.0,7,1.463589
-3.0,7,1.473621
-6.0,7,1.483364
