#{"t_start": 1764200105.619674, "env_id": "None"}
r,l,t
6.0,7,0.008829
17.0,7,0.009789
17.0,7,0.010674
-22.0,7,0.011502
0.0,7,0.015087
41.0,7,0.015974
17.0,7,0.016854
0.0,7,0.017659
18.0,7,0.021068
-23.0,7,0.02199
31.0,7,0.022894
-22.0,7,0.023728
-9.0,7,0.027225
18.0,7,0.028124
-17.0,7,0.028971
20.0,7,0.029789
-2.0,7,0.033344
36.0,7,0.034272
27.0,7,0.035242
6.0,7,0.036055
5.0,7,0.039606
-21.0,7,0.040522
-22.0,7,0.041435
-23.0,7,0.042301
2.0,7,0.045848
-18.0,7,0.046751
18.0,7,0.04769
-16.0,7,0.048513
-11.0,7,0.051975
-12.0,7,0.052873
5.0,7,0.053752
-16.0,7,0.054549
4.0,7,0.057961
-2.0,7,0.058867
-13.0,7,0.059761
-16.0,7,0.060587
3.0,7,0.064132
19.0,7,0.065052
-17.0,7,0.065938
42.0,7,0.066783
21.0,7,0.070329
-16.0,7,0.071217
39.0,7,0.072155
18.0,7,0.072983
-18.0,7,0.07643
-4.0,7,0.077333
0.0,7,0.078191
5.0,7,0.078992
2.0,7,0.082473
-21.0,7,0.083388
7.0,7,0.084266
21.0,7,0.085068
7.0,7,0.088428
22.0,7,0.089347
-16.0,7,0.090221
-2.0,7,0.091031
-21.0,7,0.094455
-7.0,7,0.095379
-2.0,7,0.096238
19.0,7,0.09706
-23.0,7,0.100486
2.0,7,0.101362
2.0,7,0.102288
2.0,7,0.103134
-10.0,7,0.106849
5.0,7,0.107831
-5.0,7,0.10912
40.0,7,0.109998
18.0,7,0.115376
-19.0,7,0.116349
1.0,7,0.117299
-18.0,7,0.118195
-21.0,7,0.121789
5.0,7,0.12273
1.0,7,0.123645
-20.0,7,0.12452
-2.0,7,0.128111
-1.0,7,0.129001
-16.0,7,0.129882
-21.0,7,0.130717
-20.0,7,0.134297
6.0,7,0.135167
43.0,7,0.136036
26.0,7,0.136824
37.0,7,0.140339
2.0,7,0.141228
0.0,7,0.142075
18.0,7,0.142902
3.0,7,0.146321
20.0,7,0.147214
3.0,7,0.148078
3.0,7,0.148909
-2.0,7,0.152348
-4.0,7,0.15326
-3.0,7,0.154116
15.0,7,0.154963
0.0,7,0.158386
14.0,7,0.159285
37.0,7,0.160157
22.0,7,0.160971
-6.0,7,0.164456
23.0,7,0.165377
-16.0,7,0.16625
-5.0,7,0.167057
22.0,7,0.17051
1.0,7,0.171409
-12.0,7,0.172374
6.0,7,0.173228
2.0,7,0.176628
-2.0,7,0.177549
21.0,7,0.178446
24.0,7,0.179273
-19.0,7,0.18269
-2.0,7,0.183581
-11.0,7,0.184451
-23.0,7,0.185269
46.0,7,0.188681
-18.0,7,0.189593
-25.0,7,0.190482
22.0,7,0.191289
-1.0,7,0.194721
2.0,7,0.195611
11.0,7,0.196509
25.0,7,0.19733
12.0,7,0.200745
0.0,7,0.201648
-11.0,7,0.202539
-16.0,7,0.203366
-1.0,7,0.206851
-13.0,7,0.207769
47.0,7,0.208581
-3.0,7,0.209412
5.0,7,0.212811
-6.0,7,0.213753
18.0,7,0.214645
-24.0,7,0.217541
-6.0,7,0.221146
-18.0,7,0.222076
4.0,7,0.22298
5.0,7,0.223782
2.0,7,0.227283
15.0,7,0.228209
1.0,7,0.230264
6.0,7,0.234885
19.0,7,0.244428
-4.0,7,0.251319
3.0,7,0.2573
15.0,7,0.260852
13.0,7,0.270325
35.0,7,0.276779
39.0,7,0.282705
18.0,7,0.286199
-17.0,7,0.295144
2.0,7,0.30111
-2.0,7,0.307995
-3.0,7,0.311882
3.0,7,0.323318
-5.0,7,0.329208
-2.0,7,0.335112
5.0,7,0.338583
26.0,7,0.347659
-16.0,7,0.35436
-18.0,7,0.360409
-4.0,7,0.363955
19.0,7,0.373413
-3.0,7,0.379864
-3.0,7,0.385847
-4.0,7,0.389835
38.0,7,0.399435
44.0,7,0.406047
-4.0,7,0.412475
35.0,7,0.415982
-4.0,7,0.427747
-25.0,7,0.434451
17.0,7,0.441321
-3.0,7,0.445388
10.0,7,0.454972
10.0,7,0.461024
2.0,7,0.467833
17.0,7,0.471879
-1.0,7,0.481317
-18.0,7,0.487352
0.0,7,0.493434
-5.0,7,0.49741
-6.0,7,0.506481
41.0,7,0.512535
-20.0,7,0.518918
-1.0,7,0.524965
29.0,7,0.534786
-17.0,7,0.540688
6.0,7,0.547259
7.0,7,0.550759
5.0,7,0.560422
-7.0,7,0.56704
16.0,7,0.573542
0.0,7,0.577018
17.0,7,0.585838
-16.0,7,0.592182
14.0,7,0.598276
-16.0,7,0.601814
-20.0,7,0.611005
-1.0,7,0.61703
15.0,7,0.62304
-16.0,7,0.629714
-16.0,7,0.640352
-17.0,7,0.647335
5.0,7,0.654623
-24.0,7,0.658558
15.0,7,0.667632
-21.0,7,0.674241
-2.0,7,0.680328
7.0,7,0.683871
-12.0,7,0.693344
0.0,7,0.699467
38.0,7,0.706872
40.0,7,0.710568
18.0,7,0.720288
-15.0,7,0.726823
9.0,7,0.735445
-21.0,7,0.739477
-2.0,7,0.748794
3.0,7,0.755352
-2.0,7,0.762285
5.0,7,0.766318
-25.0,7,0.775759
-15.0,7,0.781694
40.0,7,0.788162
21.0,7,0.792615
39.0,7,0.80173
-6.0,7,0.808218
-2.0,7,0.814347
-21.0,7,0.818773
7.0,7,0.828276
20.0,7,0.83693
-1.0,7,0.843212
2.0,7,0.848059
-7.0,7,0.857662
22.0,7,0.864775
-11.0,7,0.872831
29.0,7,0.876458
-3.0,7,0.887182
-24.0,7,0.894856
-23.0,7,0.901338
-16.0,7,0.905205
-3.0,7,0.914719
-7.0,7,0.921348
10.0,7,0.927756
7.0,7,0.934534
-15.0,7,0.945129
20.0,7,0.952384
-16.0,7,0.959946
-3.0,7,0.964148
-21.0,7,0.973857
-24.0,7,0.979961
4.0,7,0.986468
7.0,7,0.989978
-1.0,7,0.999979
-22.0,7,1.006594
-7.0,7,1.013312
2.0,7,1.016842
62.0,7,1.026942
-21.0,7,1.033708
-12.0,7,1.042615
-6.0,7,1.047081
29.0,7,1.057227
-16.0,7,1.063762
70.0,7,1.070784
2.0,7,1.074583
19.0,7,1.083864
19.0,7,1.090601
0.0,7,1.097625
18.0,7,1.101804
-21.0,7,1.111181
1.0,7,1.118308
37.0,7,1.124913
-3.0,7,1.128959
39.0,7,1.14185
-15.0,7,1.149163
15.0,7,1.156132
-7.0,7,1.161465
-20.0,7,1.17238
-21.0,7,1.178845
25.0,7,1.184976
16.0,7,1.188559
15.0,7,1.198068
3.0,7,1.204851
-14.0,7,1.211299
-2.0,7,1.215343
6.0,7,1.22456
1.0,7,1.231026
4.0,7,1.237658
-25.0,7,1.244717
1.0,7,1.254735
-11.0,7,1.261655
0.0,7,1.268341
16.0,7,1.271905
-1.0,7,1.281126
-1.0,7,1.288185
5.0,7,1.294983
21.0,7,1.298523
46.0,7,1.309151
30.0,7,1.315684
22.0,7,1.322361
-22.0,7,1.32706
-11.0,7,1.337235
20.0,7,1.346114
-22.0,7,1.353539
6.0,7,1.357664
18.0,7,1.368227
18.0,7,1.374737
45.0,7,1.380702
-5.0,7,1.385199
-16.0,7,1.394236
-3.0,7,1.401102
21.0,7,1.407568
-6.0,7,1.411015
2.0,7,1.42097
-12.0,7,1.427431
10.0,7,1.435346
18.0,7,1.439926
16.0,7,1.454063
-3.0,7,1.461386
7.0,7,1.467397
19.0,7,1.47094
6.0,7,1.480602
14.0,7,1.48714
34.0,7,1.493176
-2.0,7,1.49721
19.0,7,1.507198
-2.0,7,1.513604
4.0,7,1.520274
0.0,7,1.523886
17.0,7,1.533517
-4.0,7,1.540078
-2.0,7,1.548628
-23.0,7,1.553673
21.0,7,1.562867
-16.0,7,1.568844
-3.0,7,1.574856
-11.0,7,1.579355
-5.0,7,1.590113
-23.0,7,1.59673
-12.0,7,1.602892
41.0,7,1.607514
23.0,7,1.617566
16.0,7,1.624182
-1.0,7,1.630234
42.0,7,1.634249
-22.0,7,1.644883
28.0,7,1.653291
2.0,7,1.659302
-23.0,7,1.663313
-6.0,7,1.673633
-16.0,7,1.679673
0.0,7,1.685575
-25.0,7,1.689539
24.0,7,1.698471
39.0,7,1.704522
3.0,7,1.710812
56.0,7,1.714975
17.0,7,1.724229
45.0,7,1.730779
-21.0,7,1.736721
-5.0,7,1.741688
-15.0,7,1.751105
13.0,7,1.759195
-3.0,7,1.765737
-3.0,7,1.769737
22.0,7,1.779146
-16.0,7,1.786534
-2.0,7,1.792978
21.0,7,1.796982
5.0,7,1.806832
-1.0,7,1.813339
18.0,7,1.819774
43.0,7,1.824721
-20.0,7,1.835229
-4.0,7,1.842088
-8.0,7,1.848971
0.0,7,1.853311
-13.0,7,1.864879
0.0,7,1.870898
-2.0,7,1.877062
-17.0,7,1.880693
18.0,7,1.891286
18.0,7,1.897837
-4.0,7,1.904902
7.0,7,1.909439
3.0,7,1.918884
-3.0,7,1.925424
-6.0,7,1.931449
1.0,7,1.93543
1.0,7,1.944912
-9.0,7,1.952713
-16.0,7,1.961603
-18.0,7,1.965138
-6.0,7,1.97451
3.0,7,1.981415
39.0,7,1.987888
1.0,7,1.9914
1.0,7,2.000861
40.0,7,2.00754
6.0,7,2.014504
-16.0,7,2.018038
-18.0,7,2.027809
32.0,7,2.034371
4.0,7,2.043202
5.0,7,2.047288
19.0,7,2.057625
11.0,7,2.066744
-2.0,7,2.073299
-22.0,7,2.077854
21.0,7,2.087286
-19.0,7,2.093791
-11.0,7,2.100332
23.0,7,2.104449
-2.0,7,2.114828
-25.0,7,2.121995
-18.0,7,2.128193
5.0,7,2.132306
-12.0,7,2.143076
-20.0,7,2.150117
-14.0,7,2.157604
3.0,7,2.161679
1.0,7,2.17339
-2.0,7,2.180874
-18.0,7,2.186809
4.0,7,2.190787
-23.0,7,2.20187
-3.0,7,2.208463
5.0,7,2.214931
64.0,7,2.219404
15.0,7,2.228351
-1.0,7,2.235802
-1.0,7,2.242955
26.0,7,2.246932
44.0,7,2.256611
6.0,7,2.263592
-22.0,7,2.273031
-11.0,7,2.277039
-2.0,7,2.286932
23.0,7,2.293415
-19.0,7,2.299364
-16.0,7,2.304378
21.0,7,2.313753
0.0,7,2.319753
10.0,7,2.326659
-2.0,7,2.33165
-2.0,7,2.341438
-6.0,7,2.349451
19.0,7,2.355638
16.0,7,2.359658
-12.0,7,2.369533
-16.0,7,2.378222
0.0,7,2.38427
-17.0,7,2.388776
0.0,7,2.39816
-3.0,7,2.404826
17.0,7,2.411396
-11.0,7,2.415415
-22.0,7,2.42537
-1.0,7,2.432395
-2.0,7,2.439447
10.0,7,2.443921
5.0,7,2.453326
-1.0,7,2.459434
23.0,7,2.465894
-23.0,7,2.470397
-3.0,7,2.48322
21.0,7,2.489811
6.0,7,2.49629
21.0,7,2.500281
-4.0,7,2.509313
2.0,7,2.516298
-17.0,7,2.522725
7.0,7,2.527817
23.0,7,2.537301
5.0,7,2.544338
-17.0,7,2.551199
-2.0,7,2.555702
18.0,7,2.565772
22.0,7,2.571869
-7.0,7,2.58149
-21.0,7,2.585499
6.0,7,2.59549
25.0,7,2.603169
7.0,7,2.609675
-21.0,7,2.61421
24.0,7,2.62426
5.0,7,2.630795
-4.0,7,2.637314
17.0,7,2.641311
2.0,7,2.651268
-21.0,7,2.658138
-16.0,7,2.664163
-1.0,7,2.66823
-11.0,7,2.677269
20.0,7,2.685858
0.0,7,2.692344
-1.0,7,2.695867
2.0,7,2.705353
-2.0,7,2.711906
-7.0,7,2.718617
-17.0,7,2.722766
14.0,7,2.732239
0.0,7,2.73919
0.0,7,2.746444
-18.0,7,2.750942
2.0,7,2.761539
-24.0,7,2.768069
22.0,7,2.774953
-16.0,7,2.778438
2.0,7,2.790294
-1.0,7,2.79633
0.0,7,2.802319
27.0,7,2.807329
5.0,7,2.816213
-5.0,7,2.823022
17.0,7,2.829465
16.0,7,2.83295
-15.0,7,2.8428
1.0,7,2.849188
20.0,7,2.855625
44.0,7,2.860135
33.0,7,2.869025
1.0,7,2.875501
-11.0,7,2.883757
-16.0,7,2.890593
64.0,7,2.901496
10.0,7,2.908442
-4.0,7,2.914805
21.0,7,2.918791
1.0,7,2.928328
-3.0,7,2.934339
17.0,7,2.940273
19.0,7,2.944128
-22.0,7,2.953989
-18.0,7,2.960867
17.0,7,2.967594
3.0,7,2.97268
-6.0,7,2.983059
23.0,7,2.991414
21.0,7,2.999396
14.0,7,3.002988
3.0,7,3.014041
1.0,7,3.021555
21.0,7,3.029711
3.0,7,3.034323
2.0,7,3.043754
-16.0,7,3.051381
-4.0,7,3.057562
6.0,7,3.06173
-16.0,7,3.072447
-16.0,7,3.080412
31.0,7,3.08703
0.0,7,3.093074
-4.0,7,3.104829
-21.0,7,3.111785
11.0,7,3.120444
3.0,7,3.125529
-1.0,7,3.135554
5.0,7,3.142599
-23.0,7,3.14914
36.0,7,3.153646
-1.0,7,3.163756
27.0,7,3.170223
-4.0,7,3.176894
2.0,7,3.181887
-5.0,7,3.191723
-3.0,7,3.200609
6.0,7,3.207275
7.0,7,3.213891
-3.0,7,3.223803
22.0,7,3.230217
19.0,7,3.236669
-11.0,7,3.241667
-15.0,7,3.251209
-25.0,7,3.258143
-17.0,7,3.265471
-4.0,7,3.269912
5.0,7,3.279868
37.0,7,3.286417
20.0,7,3.292488
-18.0,7,3.299529
-1.0,7,3.310127
-18.0,7,3.317278
-20.0,7,3.324751
-5.0,7,3.328212
15.0,7,3.338221
-24.0,7,3.345346
6.0,7,3.353261
25.0,7,3.357727
-3.0,7,3.368358
-3.0,7,3.375481
-23.0,7,3.382793
-13.0,7,3.387439
27.0,7,3.400051
2.0,7,3.406579
20.0,7,3.413507
6.0,7,3.418403
3.0,7,3.427786
24.0,7,3.435067
6.0,7,3.442024
21.0,7,3.445804
25.0,7,3.456585
-6.0,7,3.465342
1.0,7,3.473054
17.0,7,3.477564
-10.0,7,3.488525
-24.0,7,3.49549
0.0,7,3.505582
-3.0,7,3.509286
-7.0,7,3.51992
38.0,7,3.526341
-15.0,7,3.533229
25.0,7,3.537902
18.0,7,3.547353
20.0,7,3.554751
10.0,7,3.561332
