#{"t_start": 1764199704.991271, "env_id": "None"}
r,l,t
-1.0,7,0.008875
-8.0,7,0.009822
19.0,7,0.010736
-2.0,7,0.011578
3.0,7,0.015158
-20.0,7,0.016096
0.0,7,0.016972
20.0,7,0.017809
20.0,7,0.021266
22.0,7,0.022183
36.0,7,0.023053
-11.0,7,0.023857
-2.0,7,0.027286
19.0,7,0.028214
-21.0,7,0.029086
-24.0,7,0.029937
-21.0,7,0.033446
20.0,7,0.034337
-20.0,7,0.035226
2.0,7,0.036079
15.0,7,0.039542
2.0,7,0.04039
3.0,7,0.041269
-1.0,7,0.04211
38.0,7,0.045577
-2.0,7,0.046473
1.0,7,0.047365
-25.0,7,0.048209
0.0,7,0.05165
-22.0,7,0.052485
6.0,7,0.053373
-5.0,7,0.054211
-19.0,7,0.057674
4.0,7,0.058574
-2.0,7,0.059446
0.0,7,0.060275
1.0,7,0.063797
-18.0,7,0.06473
17.0,7,0.06564
2.0,7,0.06644
7.0,7,0.069849
2.0,7,0.070767
6.0,7,0.071626
5.0,7,0.072427
-4.0,7,0.075891
20.0,7,0.076818
-18.0,7,0.077695
-2.0,7,0.078525
2.0,7,0.081993
3.0,7,0.0829
31.0,7,0.083795
-1.0,7,0.084611
-6.0,7,0.088064
5.0,7,0.088958
0.0,7,0.089808
-24.0,7,0.090672
22.0,7,0.094147
16.0,7,0.095067
13.0,7,0.095953
-1.0,7,0.096779
-4.0,7,0.100199
-16.0,7,0.101093
-6.0,7,0.102
15.0,7,0.10285
19.0,7,0.106335
31.0,7,0.10926
22.0,7,0.110189
-4.0,7,0.111093
-2.0,7,0.114623
3.0,7,0.115533
39.0,7,0.116401
15.0,7,0.11723
14.0,7,0.12075
19.0,7,0.121637
19.0,7,0.122519
-3.0,7,0.123351
1.0,7,0.126807
-1.0,7,0.127737
41.0,7,0.128627
6.0,7,0.129455
-3.0,7,0.132952
-24.0,7,0.133865
21.0,7,0.134768
-2.0,7,0.135619
-1.0,7,0.139033
-6.0,7,0.139938
6.0,7,0.140821
0.0,7,0.141665
2.0,7,0.145094
-2.0,7,0.146016
41.0,7,0.14691
8.0,7,0.147749
-16.0,7,0.151163
36.0,7,0.152056
-4.0,7,0.15295
26.0,7,0.153781
-17.0,7,0.157182
-19.0,7,0.158109
1.0,7,0.159019
1.0,7,0.15987
11.0,7,0.163281
43.0,7,0.164195
-1.0,7,0.165083
46.0,7,0.165927
17.0,7,0.169323
-3.0,7,0.170224
18.0,7,0.171118
-4.0,7,0.171978
-4.0,7,0.175416
6.0,7,0.176359
7.0,7,0.177256
-16.0,7,0.178082
-17.0,7,0.181535
2.0,7,0.182447
-18.0,7,0.183324
17.0,7,0.184172
16.0,7,0.187588
18.0,7,0.188484
7.0,7,0.189362
17.0,7,0.190204
12.0,7,0.193638
3.0,7,0.194525
-19.0,7,0.195405
-15.0,7,0.19623
-21.0,7,0.199607
2.0,7,0.200523
1.0,7,0.2014
1.0,7,0.202224
15.0,7,0.205665
6.0,7,0.206583
-16.0,7,0.207422
3.0,7,0.208228
-3.0,7,0.211613
-17.0,7,0.212442
-6.0,7,0.213326
-3.0,7,0.216163
-25.0,7,0.219802
1.0,7,0.220684
15.0,7,0.221555
0.0,7,0.222349
-3.0,7,0.225772
10.0,7,0.226676
1.0,7,0.228462
1.0,7,0.234101
-3.0,7,0.244701
4.0,7,0.251241
14.0,7,0.258621
-21.0,7,0.262798
-11.0,7,0.272811
-24.0,7,0.280556
-20.0,7,0.287798
26.0,7,0.291898
-10.0,7,0.300859
-20.0,7,0.307253
2.0,7,0.313718
-3.0,7,0.320099
18.0,7,0.329862
-2.0,7,0.337814
19.0,7,0.344832
18.0,7,0.349061
-6.0,7,0.358315
14.0,7,0.364746
-25.0,7,0.372158
18.0,7,0.376133
7.0,7,0.385128
38.0,7,0.391975
14.0,7,0.398272
28.0,7,0.403134
4.0,7,0.412717
0.0,7,0.418992
-6.0,7,0.427879
-5.0,7,0.431855
-4.0,7,0.442391
-4.0,7,0.45081
-16.0,7,0.457876
-7.0,7,0.461833
-13.0,7,0.471218
0.0,7,0.47788
17.0,7,0.484396
24.0,7,0.48957
27.0,7,0.499951
-4.0,7,0.507346
65.0,7,0.515185
-12.0,7,0.519391
22.0,7,0.532148
-23.0,7,0.538858
-14.0,7,0.546409
-2.0,7,0.551041
2.0,7,0.561014
31.0,7,0.567711
20.0,7,0.575311
3.0,7,0.579471
-4.0,7,0.589536
-20.0,7,0.596371
-6.0,7,0.603416
8.0,7,0.607465
32.0,7,0.616709
