#{"t_start": 1764200237.3980017, "env_id": "None"}
r,l,t
1.0,7,0.008828
21.0,7,0.009781
3.0,7,0.010648
17.0,7,0.011502
-4.0,7,0.015178
20.0,7,0.016057
-11.0,7,0.016901
-25.0,7,0.017726
-3.0,7,0.021208
-19.0,7,0.022103
-18.0,7,0.022985
-4.0,7,0.023842
2.0,7,0.027282
-11.0,7,0.028187
1.0,7,0.029081
-3.0,7,0.02986
2.0,7,0.033271
17.0,7,0.034208
-21.0,7,0.035065
17.0,7,0.035912
17.0,7,0.039336
-3.0,7,0.040249
15.0,7,0.041143
3.0,7,0.041985
12.0,7,0.045398
4.0,7,0.046294
-3.0,7,0.047182
42.0,7,0.048023
-2.0,7,0.051435
-2.0,7,0.052357
-4.0,7,0.053245
0.0,7,0.05406
-1.0,7,0.057447
1.0,7,0.058342
-1.0,7,0.059149
26.0,7,0.059969
-24.0,7,0.063392
-3.0,7,0.064309
-4.0,7,0.065224
-1.0,7,0.066132
3.0,7,0.069582
-2.0,7,0.070469
31.0,7,0.071354
-20.0,7,0.0722
-1.0,7,0.075619
18.0,7,0.076538
18.0,7,0.077422
15.0,7,0.078277
31.0,7,0.081628
0.0,7,0.082525
16.0,7,0.08344
-3.0,7,0.084308
19.0,7,0.087676
36.0,7,0.088619
37.0,7,0.089536
5.0,7,0.090363
-4.0,7,0.093805
-25.0,7,0.094733
-2.0,7,0.095624
2.0,7,0.096465
47.0,7,0.099926
0.0,7,0.100841
38.0,7,0.10173
-21.0,7,0.102532
-2.0,7,0.106266
-6.0,7,0.109274
23.0,7,0.11025
22.0,7,0.111145
0.0,7,0.114787
11.0,7,0.115726
-12.0,7,0.116632
0.0,7,0.117514
18.0,7,0.121084
11.0,7,0.122053
-3.0,7,0.122987
4.0,7,0.123842
-2.0,7,0.127305
24.0,7,0.128242
-11.0,7,0.129116
-10.0,7,0.129889
-5.0,7,0.133319
-22.0,7,0.134226
-18.0,7,0.135101
38.0,7,0.135961
15.0,7,0.139426
22.0,7,0.140329
3.0,7,0.14121
-12.0,7,0.142061
-23.0,7,0.145499
21.0,7,0.146375
-3.0,7,0.147288
7.0,7,0.148118
19.0,7,0.151523
-11.0,7,0.152413
15.0,7,0.153314
40.0,7,0.154178
0.0,7,0.157574
-20.0,7,0.158494
-2.0,7,0.159358
6.0,7,0.160222
0.0,7,0.163615
