#{"t_start": 1764274762.6351948, "env_id": "None"}
r,l,t
6.0,7,0.01852
6.0,7,0.028208
-19.0,7,0.043652
17.0,7,0.053307
0.0,7,0.062904
7.0,7,0.077262
-10.0,7,0.086925
-1.0,7,0.096589
-16.0,7,0.113049
-5.0,7,0.12273
0.0,7,0.132339
-9.0,7,0.146593
-16.0,7,0.156054
-20.0,7,0.165614
-17.0,7,0.17981
67.0,7,0.189453
-2.0,7,0.199065
-1.0,7,0.215399
-17.0,7,0.225002
-7.0,7,0.234757
1.0,7,0.249136
-16.0,7,0.258799
10.0,7,0.273435
-17.0,7,0.283268
35.0,7,0.293139
19.0,7,0.307585
-20.0,7,0.319521
13.0,7,0.329212
21.0,7,0.343587
17.0,7,0.353201
-25.0,7,0.36285
-7.0,7,0.377132
-22.0,7,0.386805
39.0,7,0.396438
-19.0,7,0.410775
-4.0,7,0.422601
2.0,7,0.432255
-16.0,7,0.446611
-4.0,7,0.456228
26.0,7,0.465836
21.0,7,0.481404
1.0,7,0.491353
-21.0,7,0.505836
-23.0,7,0.517699
0.0,7,0.527359
6.0,7,0.541642
-22.0,7,0.551651
-15.0,7,0.56176
0.0,7,0.576514
15.0,7,0.586302
0.0,7,0.595784
14.0,7,0.610273
-13.0,7,0.62238
12.0,7,0.632207
-3.0,7,0.646759
3.0,7,0.656514
-17.0,7,0.666701
23.0,7,0.681375
11.0,7,0.691295
-15.0,7,0.701131
-2.0,7,0.715765
7.0,7,0.727802
-3.0,7,0.742475
-16.0,7,0.752405
-2.0,7,0.762335
18.0,7,0.777415
-1.0,7,0.787228
17.0,7,0.796992
-17.0,7,0.811393
21.0,7,0.821186
-1.0,7,0.83311
-22.0,7,0.847537
-21.0,7,0.857249
-21.0,7,0.867067
-19.0,7,0.881474
39.0,7,0.891279
2.0,7,0.901004
0.0,7,0.915366
36.0,7,0.927292
-2.0,7,0.937094
2.0,7,0.95147
-11.0,7,0.961199
-3.0,7,0.975638
3.0,7,0.985464
-11.0,7,0.99526
-2.0,7,1.009736
-21.0,7,1.019508
-4.0,7,1.03145
-24.0,7,1.045959
2.0,7,1.055671
-13.0,7,1.065457
14.0,7,1.079858
-6.0,7,1.089674
-16.0,7,1.099417
6.0,7,1.113776
-25.0,7,1.123556
20.0,7,1.135369
37.0,7,1.149738
-24.0,7,1.159496
19.0,7,1.169443
44.0,7,1.184038
1.0,7,1.193999
-12.0,7,1.208463
-21.0,7,1.218349
9.0,7,1.228248
-2.0,7,1.244963
70.0,7,1.254912
-24.0,7,1.264807
36.0,7,1.279938
24.0,7,1.289815
-20.0,7,1.299583
17.0,7,1.31393
20.0,7,1.323704
5.0,7,1.335601
18.0,7,1.349967
-14.0,7,1.359732
0.0,7,1.369516
-14.0,7,1.383777
4.0,7,1.393536
-17.0,7,1.40316
5.0,7,1.417536
0.0,7,1.427302
-16.0,7,1.443754
-25.0,7,1.453577
-3.0,7,1.463297
18.0,7,1.478106
1.0,7,1.487839
-7.0,7,1.497656
-20.0,7,1.512039
5.0,7,1.521821
18.0,7,1.531575
-21.0,7,1.54801
15.0,7,1.557808
13.0,7,1.567636
5.0,7,1.582035
19.0,7,1.591847
37.0,7,1.601594
-6.0,7,1.615967
7.0,7,1.625762
41.0,7,1.635538
-21.0,7,1.651687
-7.0,7,1.66148
-23.0,7,1.676196
21.0,7,1.686031
-17.0,7,1.695937
-21.0,7,1.710536
23.0,7,1.720423
36.0,7,1.730273
-2.0,7,1.747009
10.0,7,1.75694
-1.0,7,1.766817
0.0,7,1.78426
0.0,7,1.79555
-16.0,7,1.805182
17.0,7,1.819544
-6.0,7,1.829236
-17.0,7,1.838965
16.0,7,1.855116
33.0,7,1.864753
-15.0,7,1.874501
-5.0,7,1.88881
-4.0,7,1.898572
40.0,7,1.91294
33.0,7,1.922712
-2.0,7,1.932341
32.0,7,1.948689
-7.0,7,1.958463
0.0,7,1.968196
4.0,7,1.982552
1.0,7,1.992347
26.0,7,2.002061
23.0,7,2.016474
-11.0,7,2.026192
-2.0,7,2.035949
24.0,7,2.052409
-11.0,7,2.062207
-13.0,7,2.072116
3.0,7,2.086881
-1.0,7,2.096678
-5.0,7,2.106344
-19.0,7,2.120661
-3.0,7,2.130391
-4.0,7,2.144644
16.0,7,2.156558
5.0,7,2.166245
26.0,7,2.181045
-6.0,7,2.19092
-21.0,7,2.200764
5.0,7,2.215317
1.0,7,2.225185
-21.0,7,2.235023
2.0,7,2.249618
-5.0,7,2.261445
-20.0,7,2.271409
-16.0,7,2.285989
14.0,7,2.295929
16.0,7,2.305893
10.0,7,2.320211
-3.0,7,2.330081
7.0,7,2.33981
-11.0,7,2.356017
-23.0,7,2.365868
19.0,7,2.380233
7.0,7,2.390074
-4.0,7,2.399827
0.0,7,2.414175
5.0,7,2.423834
-25.0,7,2.433603
26.0,7,2.447996
2.0,7,2.459704
