#{"t_start": 1764267966.4077122, "env_id": "None"}
r,l,t
19.0,7,0.010953
-7.0,7,0.024561
0.0,7,0.037037
-3.0,7,0.049015
-1.0,7,0.060822
17.0,7,0.072474
-14.0,7,0.084012
-3.0,7,0.095645
-16.0,7,0.107125
41.0,7,0.119117
4.0,7,0.130785
29.0,7,0.142444
-1.0,7,0.154059
-7.0,7,0.166638
-4.0,7,0.178342
8.0,7,0.19013
15.0,7,0.201839
-22.0,7,0.213414
-20.0,7,0.225127
-15.0,7,0.236553
4.0,7,0.248075
-16.0,7,0.259665
-2.0,7,0.27132
-4.0,7,0.283043
-21.0,7,0.294614
-1.0,7,0.306205
-3.0,7,0.317893
-6.0,7,0.32949
-2.0,7,0.341106
-22.0,7,0.352718
17.0,7,0.364403
-22.0,7,0.376223
3.0,7,0.387815
-20.0,7,0.39955
21.0,7,0.411175
-3.0,7,0.422873
-1.0,7,0.434632
-1.0,7,0.446188
21.0,7,0.457704
-15.0,7,0.469265
-1.0,7,0.480844
-3.0,7,0.492375
22.0,7,0.503967
20.0,7,0.515651
25.0,7,0.527326
-24.0,7,0.538957
-24.0,7,0.550581
46.0,7,0.562175
-11.0,7,0.573734
0.0,7,0.585322
23.0,7,0.59691
5.0,7,0.608411
-16.0,7,0.619985
1.0,7,0.631527
-17.0,7,0.643063
-1.0,7,0.654643
-6.0,7,0.666177
-6.0,7,0.677674
6.0,7,0.689223
12.0,7,0.700786
-20.0,7,0.712368
10.0,7,0.723975
17.0,7,0.735577
-16.0,7,0.74711
-11.0,7,0.758818
12.0,7,0.770987
18.0,7,0.783225
0.0,7,0.795259
38.0,7,0.807224
-18.0,7,0.819201
-11.0,7,0.83104
2.0,7,0.843529
5.0,7,0.855345
-2.0,7,0.866947
-2.0,7,0.878611
-7.0,7,0.890254
-12.0,7,0.901845
-4.0,7,0.913482
-6.0,7,0.925012
-24.0,7,0.93664
19.0,7,0.948332
-21.0,7,0.959986
-3.0,7,0.972095
-3.0,7,0.984102
3.0,7,0.995857
2.0,7,1.007725
-2.0,7,1.019718
-6.0,7,1.031821
2.0,7,1.044138
-2.0,7,1.056684
-6.0,7,1.069239
10.0,7,1.081479
14.0,7,1.093572
-23.0,7,1.105457
-19.0,7,1.117285
-19.0,7,1.129072
-3.0,7,1.141639
-14.0,7,1.154262
-1.0,7,1.166741
18.0,7,1.179078
8.0,7,1.190826
31.0,7,1.202576
-19.0,7,1.21479
-10.0,7,1.227
-25.0,7,1.239221
-4.0,7,1.251247
-8.0,7,1.263491
-6.0,7,1.276032
10.0,7,1.288038
-7.0,7,1.299914
17.0,7,1.311666
-24.0,7,1.323495
9.0,7,1.335248
-4.0,7,1.347036
15.0,7,1.358812
1.0,7,1.370594
1.0,7,1.382378
8.0,7,1.394176
2.0,7,1.405924
-21.0,7,1.417793
-16.0,7,1.429537
-4.0,7,1.441328
3.0,7,1.453128
3.0,7,1.464933
15.0,7,1.476737
-14.0,7,1.488531
0.0,7,1.500316
2.0,7,1.5121
-24.0,7,1.525378
-3.0,7,1.537702
6.0,7,1.550008
-4.0,7,1.562496
-7.0,7,1.574605
-4.0,7,1.586468
0.0,7,1.598193
3.0,7,1.609927
21.0,7,1.621777
-24.0,7,1.633577
18.0,7,1.645338
40.0,7,1.657175
-18.0,7,1.668925
