#{"t_start": 1764199838.7179706, "env_id": "None"}
r,l,t
0.0,7,0.008558
-11.0,7,0.009529
1.0,7,0.0105
17.0,7,0.011399
6.0,7,0.015053
-22.0,7,0.015963
3.0,7,0.016868
5.0,7,0.017653
-2.0,7,0.021213
11.0,7,0.022137
-24.0,7,0.02306
-21.0,7,0.023936
25.0,7,0.027473
4.0,7,0.028372
-6.0,7,0.029309
-4.0,7,0.030111
1.0,7,0.033552
-11.0,7,0.034761
-20.0,7,0.035762
-15.0,7,0.036676
0.0,7,0.04045
-1.0,7,0.04142
21.0,7,0.042364
-20.0,7,0.043265
-6.0,7,0.046911
5.0,7,0.047777
-16.0,7,0.0487
43.0,7,0.049565
-4.0,7,0.053149
-1.0,7,0.054104
-16.0,7,0.054989
0.0,7,0.055857
23.0,7,0.059421
31.0,7,0.060322
-17.0,7,0.061221
60.0,7,0.062122
-4.0,7,0.065663
-1.0,7,0.066661
-22.0,7,0.067587
1.0,7,0.068459
-6.0,7,0.072017
2.0,7,0.072985
5.0,7,0.073895
6.0,7,0.074721
-4.0,7,0.078264
-18.0,7,0.079239
-5.0,7,0.080183
5.0,7,0.081061
28.0,7,0.084576
38.0,7,0.08553
37.0,7,0.086415
-11.0,7,0.087305
15.0,7,0.090811
5.0,7,0.091734
-19.0,7,0.092649
-1.0,7,0.093548
-4.0,7,0.097135
-20.0,7,0.098081
16.0,7,0.098947
-4.0,7,0.099772
21.0,7,0.103245
2.0,7,0.104192
18.0,7,0.105152
10.0,7,0.105986
-23.0,7,0.111457
1.0,7,0.112347
15.0,7,0.113267
4.0,7,0.114141
22.0,7,0.117779
4.0,7,0.118689
-16.0,7,0.119526
-17.0,7,0.120378
45.0,7,0.123847
0.0,7,0.124757
53.0,7,0.125663
21.0,7,0.126494
3.0,7,0.129905
-15.0,7,0.130863
0.0,7,0.131775
-4.0,7,0.132657
-21.0,7,0.136097
-2.0,7,0.137005
-10.0,7,0.137884
42.0,7,0.138701
23.0,7,0.142135
13.0,7,0.143073
-16.0,7,0.143978
12.0,7,0.144829
22.0,7,0.14825
6.0,7,0.149133
-2.0,7,0.150023
-5.0,7,0.150859
1.0,7,0.15429
-1.0,7,0.155189
-3.0,7,0.156062
-3.0,7,0.156879
-16.0,7,0.160309
20.0,7,0.161223
15.0,7,0.162116
6.0,7,0.16295
-3.0,7,0.166387
-11.0,7,0.167284
-11.0,7,0.168104
0.0,7,0.168943
-13.0,7,0.172361
19.0,7,0.173285
-6.0,7,0.17419
17.0,7,0.17502
-6.0,7,0.178418
15.0,7,0.17935
18.0,7,0.180223
36.0,7,0.181072
19.0,7,0.184537
2.0,7,0.185438
-24.0,7,0.186324
-17.0,7,0.187149
16.0,7,0.190607
19.0,7,0.191533
1.0,7,0.192415
37.0,7,0.193275
-1.0,7,0.196684
-16.0,7,0.19751
-18.0,7,0.198398
3.0,7,0.199238
-4.0,7,0.202596
3.0,7,0.20353
-19.0,7,0.20443
-3.0,7,0.205298
-3.0,7,0.208721
-4.0,7,0.209663
-3.0,7,0.210554
18.0,7,0.211382
18.0,7,0.216777
3.0,7,0.217721
0.0,7,0.218643
-3.0,7,0.219458
-16.0,7,0.222908
-21.0,7,0.223834
11.0,7,0.224689
14.0,7,0.225512
17.0,7,0.229002
38.0,7,0.229926
-18.0,7,0.231724
4.0,7,0.23686
-18.0,7,0.246597
37.0,7,0.255072
10.0,7,0.262228
-18.0,7,0.267423
-23.0,7,0.277584
26.0,7,0.284616
-1.0,7,0.291732
-3.0,7,0.295404
3.0,7,0.304673
-23.0,7,0.311715
1.0,7,0.320012
-17.0,7,0.323976
19.0,7,0.333538
18.0,7,0.340728
-11.0,7,0.346616
19.0,7,0.350545
5.0,7,0.360069
39.0,7,0.36646
-14.0,7,0.373155
2.0,7,0.376556
5.0,7,0.385684
-21.0,7,0.391536
4.0,7,0.39826
19.0,7,0.402682
-3.0,7,0.411262
-4.0,7,0.417696
-12.0,7,0.426406
6.0,7,0.430029
-2.0,7,0.439417
-3.0,7,0.445477
-16.0,7,0.452418
-20.0,7,0.457779
4.0,7,0.467503
-11.0,7,0.474198
18.0,7,0.48045
1.0,7,0.484846
20.0,7,0.493974
-14.0,7,0.50082
43.0,7,0.507488
-18.0,7,0.510989
-16.0,7,0.520616
-2.0,7,0.528552
34.0,7,0.534382
42.0,7,0.539223
15.0,7,0.54882
25.0,7,0.555576
0.0,7,0.562752
-21.0,7,0.56793
9.0,7,0.5771
-15.0,7,0.583577
10.0,7,0.589441
-21.0,7,0.593304
-1.0,7,0.602988
-4.0,7,0.609318
1.0,7,0.616102
-3.0,7,0.620504
-23.0,7,0.632696
-24.0,7,0.6391
2.0,7,0.645926
2.0,7,0.649823
14.0,7,0.65908
10.0,7,0.665549
7.0,7,0.672287
15.0,7,0.676751
18.0,7,0.686435
-4.0,7,0.69278
19.0,7,0.700016
1.0,7,0.704026
-18.0,7,0.715182
-2.0,7,0.721489
4.0,7,0.730338
-1.0,7,0.734688
-3.0,7,0.744282
2.0,7,0.750579
-19.0,7,0.757766
-4.0,7,0.762214
-7.0,7,0.77173
13.0,7,0.778087
-15.0,7,0.784927
-1.0,7,0.791227
7.0,7,0.800655
19.0,7,0.807081
-25.0,7,0.814366
2.0,7,0.818184
-11.0,7,0.826838
2.0,7,0.836
1.0,7,0.842891
4.0,7,0.84676
-23.0,7,0.856336
18.0,7,0.863121
-24.0,7,0.869891
-3.0,7,0.873364
-4.0,7,0.882791
-16.0,7,0.889048
-6.0,7,0.896338
5.0,7,0.899747
0.0,7,0.91001
-16.0,7,0.916806
18.0,7,0.923041
-19.0,7,0.927408
-18.0,7,0.939723
24.0,7,0.946585
12.0,7,0.953374
36.0,7,0.957334
4.0,7,0.966898
-17.0,7,0.974041
66.0,7,0.982079
-23.0,7,0.987384
-3.0,7,0.996928
-1.0,7,1.003294
2.0,7,1.010974
7.0,7,1.015278
16.0,7,1.024332
-1.0,7,1.032408
6.0,7,1.042985
-16.0,7,1.047014
13.0,7,1.056585
27.0,7,1.063821
2.0,7,1.071417
7.0,7,1.076242
0.0,7,1.085747
-11.0,7,1.092122
-11.0,7,1.099356
-16.0,7,1.1043
-18.0,7,1.11379
-25.0,7,1.121948
-4.0,7,1.129236
-4.0,7,1.134174
18.0,7,1.146228
-1.0,7,1.154053
3.0,7,1.160367
12.0,7,1.16574
-24.0,7,1.175428
-25.0,7,1.183215
-7.0,7,1.191434
25.0,7,1.195823
-8.0,7,1.209279
-20.0,7,1.218056
43.0,7,1.224588
15.0,7,1.229952
2.0,7,1.23972
-11.0,7,1.250314
8.0,7,1.257659
-18.0,7,1.263363
1.0,7,1.273076
-18.0,7,1.279444
-20.0,7,1.286353
-18.0,7,1.290751
-2.0,7,1.301354
17.0,7,1.308866
-19.0,7,1.315911
-2.0,7,1.320322
0.0,7,1.329899
23.0,7,1.337651
