#{"t_start": 1764267376.9566727, "env_id": "None"}
r,l,t
-1.0,7,0.009366
0.0,7,0.021876
0.0,7,0.03387
24.0,7,0.045719
15.0,7,0.057544
2.0,7,0.069438
23.0,7,0.081067
17.0,7,0.092807
9.0,7,0.104481
38.0,7,0.116146
-3.0,7,0.127813
19.0,7,0.139513
-20.0,7,0.151179
-3.0,7,0.162764
-5.0,7,0.174516
-7.0,7,0.186151
5.0,7,0.197795
21.0,7,0.209446
-16.0,7,0.221072
-15.0,7,0.232781
-19.0,7,0.244478
3.0,7,0.256184
-3.0,7,0.268163
23.0,7,0.279785
43.0,7,0.291443
-4.0,7,0.303058
45.0,7,0.314764
0.0,7,0.326412
-22.0,7,0.337908
25.0,7,0.349571
-2.0,7,0.361173
18.0,7,0.372786
21.0,7,0.384458
14.0,7,0.3962
21.0,7,0.407891
-3.0,7,0.419662
-15.0,7,0.431341
-3.0,7,0.443009
-18.0,7,0.454782
2.0,7,0.4665
1.0,7,0.478393
2.0,7,0.490279
31.0,7,0.501929
40.0,7,0.513695
-14.0,7,0.526024
0.0,7,0.538332
3.0,7,0.551505
10.0,7,0.563591
-4.0,7,0.577387
4.0,7,0.589729
-3.0,7,0.601795
38.0,7,0.613666
0.0,7,0.62552
-3.0,7,0.637283
37.0,7,0.649098
0.0,7,0.660854
-21.0,7,0.672704
-4.0,7,0.6845
1.0,7,0.696145
-17.0,7,0.707839
16.0,7,0.719725
-3.0,7,0.731607
8.0,7,0.743429
23.0,7,0.755183
-20.0,7,0.76689
25.0,7,0.778595
18.0,7,0.790257
2.0,7,0.801828
15.0,7,0.813708
-12.0,7,0.825436
-4.0,7,0.837095
6.0,7,0.848792
-11.0,7,0.860525
-19.0,7,0.87233
12.0,7,0.884081
4.0,7,0.896081
17.0,7,0.907876
10.0,7,0.919472
-19.0,7,0.931117
-4.0,7,0.942807
-11.0,7,0.954528
-4.0,7,0.966217
23.0,7,0.977864
28.0,7,0.989559
25.0,7,1.001184
0.0,7,1.012861
23.0,7,1.024676
5.0,7,1.036391
1.0,7,1.048055
-5.0,7,1.059789
18.0,7,1.07153
8.0,7,1.083234
2.0,7,1.094856
-7.0,7,1.106569
-16.0,7,1.118175
39.0,7,1.129856
17.0,7,1.141522
3.0,7,1.153221
22.0,7,1.164909
36.0,7,1.176707
-5.0,7,1.188439
19.0,7,1.200218
23.0,7,1.211819
11.0,7,1.223539
-15.0,7,1.235265
-20.0,7,1.246973
-2.0,7,1.258686
-1.0,7,1.270478
-2.0,7,1.282096
-5.0,7,1.293804
-11.0,7,1.305299
-4.0,7,1.316933
-11.0,7,1.328572
14.0,7,1.340198
0.0,7,1.35186
-4.0,7,1.363371
31.0,7,1.374855
0.0,7,1.386439
16.0,7,1.397984
31.0,7,1.409601
-7.0,7,1.42118
-21.0,7,1.432635
-4.0,7,1.444227
0.0,7,1.455848
23.0,7,1.467422
14.0,7,1.479005
-20.0,7,1.490826
-10.0,7,1.50231
5.0,7,1.5138
20.0,7,1.525303
-15.0,7,1.53677
-1.0,7,1.548351
-3.0,7,1.55986
-10.0,7,1.571537
4.0,7,1.583143
16.0,7,1.594711
3.0,7,1.606277
38.0,7,1.617856
-25.0,7,1.629467
0.0,7,1.641022
2.0,7,1.65256
-7.0,7,1.666303
-18.0,7,1.680063
1.0,7,1.693791
26.0,7,1.707534
-22.0,7,1.721437
2.0,7,1.735188
-3.0,7,1.747194
9.0,7,1.758848
38.0,7,1.770621
-4.0,7,1.782234
40.0,7,1.793979
-2.0,7,1.8058
1.0,7,1.817602
0.0,7,1.829415
39.0,7,1.841216
15.0,7,1.853033
26.0,7,1.866437
5.0,7,1.878335
-18.0,7,1.890044
45.0,7,1.901794
0.0,7,1.913479
-4.0,7,1.925229
6.0,7,1.937026
-24.0,7,1.94888
0.0,7,1.960777
1.0,7,1.972617
-10.0,7,1.984467
-4.0,7,1.997715
8.0,7,2.010999
53.0,7,2.024274
-13.0,7,2.036293
0.0,7,2.048165
28.0,7,2.060116
6.0,7,2.071958
-24.0,7,2.083822
0.0,7,2.095738
5.0,7,2.109068
-3.0,7,2.122206
-1.0,7,2.135292
-11.0,7,2.148248
-5.0,7,2.161403
-2.0,7,2.17421
1.0,7,2.186069
0.0,7,2.197898
-18.0,7,2.209817
-20.0,7,2.221678
-1.0,7,2.233622
-12.0,7,2.245442
6.0,7,2.257252
2.0,7,2.269211
16.0,7,2.281048
-23.0,7,2.292787
3.0,7,2.304643
-15.0,7,2.3164
15.0,7,2.328107
-5.0,7,2.339866
-23.0,7,2.351626
-5.0,7,2.363365
1.0,7,2.375086
15.0,7,2.386874
15.0,7,2.398643
17.0,7,2.410397
14.0,7,2.422117
-6.0,7,2.434019
14.0,7,2.445909
38.0,7,2.457762
-17.0,7,2.469553
-2.0,7,2.481632
24.0,7,2.493572
